keyphrase_stem,keyphrase_eg,count,valid,trait,globalchange
qinghai-xizang plateau,qinghai-xizang plateau,421,0,NA,NA
raman spectroscopi,raman spectroscopy,421,0,NA,NA
take place,takes place,421,0,NA,NA
function gene,functional genes,420,NA,1,NA
height growth,height growth,420,NA,1,NA
limit water,limited water,420,NA,NA,1
non-stress condit,non-stress conditions,420,NA,NA,1
sheep,sheep,420,0,NA,NA
sourc popul,source populations,420,0,NA,NA
tibetan plateau,tibetan plateau,420,0,NA,NA
trait contribut,traits contributing,420,NA,1,NA
biolog yield,biological yield,419,NA,1,NA
gene function,gene function,419,NA,1,NA
great import,great importance,419,0,NA,NA
health hazard,health hazard,419,NA,NA,1
molecular interact,molecular interaction,419,0,NA,NA
photosynthet effici,photosynthetic efficiency,419,0,NA,NA
adapt radiat,adaptive radiation,418,0,NA,NA
agricultur scienc,agricultural sciences,418,0,NA,NA
contact time,contact time,418,0,NA,NA
control environ,controlled environment,418,0,NA,NA
edibl grain,edible grain,418,NA,1,NA
fragment length polymorph,fragment length polymorphism,418,0,NA,NA
host parasit interact,host parasite interaction,418,0,NA,NA
hydrolog,hydrology,418,0,NA,NA
import ecolog,important ecological,418,0,NA,NA
old-growth forest,old-growth forest,418,0,NA,NA
sustain manag,sustainable management,418,0,NA,NA
addit,additives,417,0,NA,NA
arabidopsi protein,arabidopsis protein,417,0,NA,NA
ecosystem health,ecosystem health,417,0,NA,NA
urban forest,urban forest,417,NA,NA,1
vapor pressur deficit,vapor pressure deficit,417,0,NA,NA
agronom perform,agronomic performance,416,NA,1,NA
amino acid sequenc,amino acid sequence,416,0,NA,NA
bioenergi,bioenergy,416,0,NA,NA
breed valu,breeding values,416,NA,1,NA
freshwat fish,freshwater fishes,416,0,NA,NA
genet transcript,genetic transcription,416,0,NA,NA
local environ,local environment,416,0,NA,NA
wast water treatment plant,waste water treatment plant,416,NA,NA,1
benthic invertebr,benthic invertebrates,415,0,NA,NA
depress,depression,415,NA,1,NA
evolutionari chang,evolutionary change,415,0,NA,NA
solubl,solubility,415,NA,1,NA
stepp,steppe,415,0,NA,NA
allometri,allometry,414,NA,1,NA
arctic,arctic,414,0,NA,NA
arid,aridity,414,NA,NA,1
cattl farm,cattle farming,414,NA,NA,1
monocultur,monoculture,414,NA,NA,1
protein function,protein function,414,0,NA,NA
speci coexist,species coexistence,414,0,NA,NA
tissu,tissue,414,0,NA,NA
dynam,dynamics,413,0,NA,NA
germplasm collect,germplasm collection,413,0,NA,NA
phytotox,phytotoxicity,413,NA,1,NA
porous materi,porous materials,413,0,NA,NA
rate constant,rate constants,413,0,NA,NA
trait involv,traits involved,413,NA,1,NA
anim speci,animal species,412,0,NA,NA
critic thermal,critical thermal,412,0,NA,NA
individu level,individual level,412,0,NA,NA
local communiti,local communities,412,0,NA,NA
primari produc,primary producers,412,NA,NA,1
sex ratio,sex ratio,412,0,NA,NA
subtrop forest,subtropical forest,412,0,NA,NA
organ chemic,organic chemicals,411,NA,NA,1
spatial structur,spatial structure,411,0,NA,NA
studi compar,study compared,411,0,NA,NA
valuabl inform,valuable information,411,0,NA,NA
water hold capac,water holding capacity,411,NA,1,NA
american geophys,american geophysical,410,0,NA,NA
american geophys union,american geophysical union,410,0,NA,NA
coastal area,coastal areas,410,0,NA,NA
ecotyp,ecotype,410,0,NA,NA
geophys union,geophysical union,410,0,NA,NA
green alga,green alga,410,0,NA,NA
greenhous,greenhouse,410,0,NA,NA
higher elev,higher elevations,410,0,NA,NA
highest yield,highest yield,410,NA,1,NA
isol popul,isolated populations,410,0,NA,NA
latitud,latitude,410,0,NA,NA
taxonom composit,taxonomic composition,410,0,NA,NA
endocrin disruptor,endocrine disruptor,409,0,NA,NA
australasia,australasia,408,0,NA,NA
coal combust,coal combustion,408,NA,NA,1
soil-veget interact,soil-vegetation interaction,408,0,NA,NA
strong relat,strongly related,408,0,NA,NA
sweden,sweden,408,0,NA,NA
thermal limit,thermal limits,408,NA,1,NA
fluorocarbon,fluorocarbons,407,0,NA,NA
food suppli,food supply,407,NA,1,NA
geograph locat,geographic location,407,0,NA,NA
group base,groups based,407,0,NA,NA
montan forest,montane forest,407,0,NA,NA
pseudomona,pseudomonas,407,0,NA,NA
thermost,thermostability,407,0,NA,NA
nativ plant speci,native plant species,406,0,NA,NA
non-structur carbohydr,non-structural carbohydrates,406,0,NA,NA
physiolog perform,physiological performance,406,NA,1,NA
plant cover,plant cover,406,NA,NA,1
southern china,southern china,406,0,NA,NA
transcript regul,transcription regulation,406,0,NA,NA
influenc factor,influencing factors,405,0,NA,NA
phenotyp correl,phenotypic correlations,405,NA,1,NA
photocatalyt activ,photocatalytic activity,405,NA,1,NA
predict speci,predict species,405,0,NA,NA
sever water,severe water,405,NA,NA,1
trait anxieti,trait anxiety,405,NA,1,NA
warmer temperatur,warmer temperatures,405,NA,NA,1
carbohydr metabol,carbohydrate metabolism,404,NA,1,NA
composit materi,composite materials,404,0,NA,NA
genet modif,genetic modification,404,NA,1,NA
molecular sequenc data,molecular sequence data,404,0,NA,NA
natur water,natural water,404,0,NA,NA
nitrogen oxid,nitrogen oxides,404,NA,1,NA
nutrit status,nutritional status,404,NA,1,NA
reproduct fit,reproductive fitness,404,NA,1,NA
survey,surveys,404,0,NA,NA
advanc oxid process,advanced oxidation processes,403,0,NA,NA
phytochemistri,phytochemistry,403,0,NA,NA
plant nutrient,plant nutrient,403,NA,1,NA
reduc plant,reduced plant,403,0,NA,NA
research effort,research efforts,403,0,NA,NA
zeolit,zeolites,403,0,NA,NA
chemic trait,chemical traits,402,NA,1,NA
chloroplast,chloroplast,402,NA,1,NA
field observ,field observations,402,0,NA,NA
gene control,genes controlling,402,0,NA,NA
graft (chemical),grafting (chemical),402,0,NA,NA
academ journal,academic journals,401,0,NA,NA
divers pattern,diversity patterns,401,0,NA,NA
fourier-transform infrar spectroscopi,fourier-transform infrared spectroscopy,401,0,NA,NA
trait distribut,trait distributions,401,NA,1,NA
breed effort,breeding efforts,400,NA,1,NA
coval bond,covalent bond,400,0,NA,NA
ecolog factor,ecological factors,400,0,NA,NA
elev atmospher,elevated atmospheric,400,0,NA,NA
flow cytometri,flow cytometry,400,0,NA,NA
flower plant,flowering plants,400,0,NA,NA
host plant,host plant,400,0,NA,NA
marin organ,marine organisms,400,0,NA,NA
microbiom,microbiome,400,NA,1,NA
phragmit australi,phragmites australis,400,0,NA,NA
resourc use,resource use,400,NA,1,NA
social behavior,social behavior,400,NA,1,NA
tropic rainforest,tropical rainforest,400,0,NA,NA
urban gradient,urbanization gradient,400,NA,NA,1
bacillariophyta,bacillariophyta,399,0,NA,NA
daphnia magna,daphnia magna,399,0,NA,NA
plant surviv,plant survival,399,0,NA,NA
protein kinas,protein kinase,399,0,NA,NA
resourc manag,resource management,399,0,NA,NA
runoff,runoff,399,0,NA,NA
sever affect,severely affected,399,0,NA,NA
single-nucleotid polymorph,single-nucleotide polymorphisms,399,0,NA,NA
south african,south african,399,0,NA,NA
speci found,species found,399,0,NA,NA
speci present,species present,399,0,NA,NA
trait link,traits linked,399,NA,1,NA
biolog control agent,biological control agent,398,0,NA,NA
canopi architectur,canopy architecture,398,0,NA,NA
chemic fertil,chemical fertilizers,398,NA,NA,1
genet determin,genetic determinants,398,NA,1,NA
growth factor,growth factor,398,NA,1,NA
increas nitrogen,increasing nitrogen,398,NA,NA,1
nich breadth,niche breadth,398,NA,1,NA
plant stomata,plant stomata,398,NA,1,NA
present review,present review,398,0,NA,NA
reptil,reptile,398,0,NA,NA
found evid,found evidence,397,0,NA,NA
hatch,hatching,397,NA,1,NA
higher growth,higher growth,397,NA,1,NA
natur regener,natural regeneration,397,0,NA,NA
particl size analysi,particle size analysis,397,0,NA,NA
rural popul,rural population,397,0,NA,NA
special,specialization,397,0,NA,NA
strong evid,strong evidence,397,0,NA,NA
affect ecosystem,affect ecosystem,396,0,NA,NA
anthropogen sourc,anthropogenic source,396,NA,NA,1
assembl process,assembly processes,396,0,NA,NA
batch adsorpt,batch adsorption,396,0,NA,NA
effect method,effective method,396,0,NA,NA
extrem temperatur,extreme temperatures,396,NA,NA,1
remov mechan,removal mechanism,396,0,NA,NA
stress caus,stress caused,396,0,NA,NA
ultrastructur,ultrastructure,396,0,NA,NA
highest number,highest number,395,0,NA,NA
longitudin studi,longitudinal study,395,0,NA,NA
mesocosm experi,mesocosm experiment,395,0,NA,NA
titanium dioxid,titanium dioxide,395,0,NA,NA
aphid,aphid,394,0,NA,NA
environment concern,environmental concerns,394,0,NA,NA
oak,oak,394,0,NA,NA
ocean warm,ocean warming,394,NA,NA,1
previous identifi,previously identified,394,0,NA,NA
signific contribut,significant contribution,394,0,NA,NA
total variat,total variation,394,0,NA,NA
urea,urea,394,0,NA,NA
broad-leav forest,broad-leaved forest,393,0,NA,NA
industri effluent,industrial effluent,393,NA,NA,1
show greater,showed greater,393,0,NA,NA
higher abund,higher abundance,392,0,NA,NA
urgent need,urgently needed,392,0,NA,NA
bivalvia,bivalvia,391,0,NA,NA
nitrogen remov,nitrogen removal,391,NA,NA,1
potenti sourc,potential source,391,0,NA,NA
signific genotyp,significant genotypic,391,0,NA,NA
speci base,species based,391,0,NA,NA
comprehens understand,comprehensive understanding,390,0,NA,NA
econom spectrum,economics spectrum,390,NA,1,NA
exhibit greater,exhibited greater,390,0,NA,NA
habitat restor,habitat restoration,390,0,NA,NA
monitor,monitoring,390,0,NA,NA
photochemistri,photochemistry,390,0,NA,NA
reproduct perform,reproductive performance,390,NA,1,NA
sorghum,sorghum,390,0,NA,NA
world,world,390,0,NA,NA
feed group,feeding groups,389,NA,1,NA
increas attent,increasing attention,389,0,NA,NA
microhabitat,microhabitat,389,0,NA,NA
research work,research work,389,0,NA,NA
sequenc align,sequence alignment,389,0,NA,NA
specialist,specialist,389,0,NA,NA
tree ring,tree ring,389,0,NA,NA
chang climat condit,changing climatic conditions,388,0,NA,NA
"chromosomes, plant","chromosomes, plant",388,0,NA,NA
hold capac,holding capacity,388,0,NA,NA
insect pest,insect pests,388,NA,NA,1
physiolog societi,physiology society,388,0,NA,NA
plant physiolog societi,plant physiology society,388,0,NA,NA
pseudo-second order,pseudo-second order,388,0,NA,NA
riparian forest,riparian forest,388,0,NA,NA
scandinavian plant,scandinavian plant,388,0,NA,NA
scandinavian plant physiolog,scandinavian plant physiology,388,0,NA,NA
scandinavian plant physiolog societi,scandinavian plant physiology society,388,0,NA,NA
succession stage,successional stages,388,0,NA,NA
analysi confirm,analysis confirmed,387,0,NA,NA
identifi trait,identify traits,387,NA,1,NA
transit metal,transition metals,387,NA,NA,1
applic publish,applications published,386,0,NA,NA
gene ontolog,gene ontology,386,NA,1,NA
greenspac,greenspace,386,NA,NA,1
marker assist,marker assisted,386,0,NA,NA
mechan drive,mechanisms driving,386,0,NA,NA
model plant,model plant,386,0,NA,NA
polyethylen terephthal,polyethylene terephthalate,386,0,NA,NA
resourc util,resource utilization,386,NA,1,NA
chang condit,changing conditions,385,NA,NA,1
color,color,385,NA,1,NA
factori design,factorial design,385,0,NA,NA
function characterist,functional characteristics,385,NA,1,NA
reduct (chemistry),reduction (chemistry),385,0,NA,NA
seedl trait,seedling traits,385,NA,1,NA
tomato,tomato,385,0,NA,NA
understori plant,understory plant,385,0,NA,NA
embryo,embryo,384,0,NA,NA
grain legum,grain legume,384,0,NA,NA
polyvinyl chlorid,polyvinyl chloride,384,0,NA,NA
reduc graphen oxid,reduced graphene oxide,384,0,NA,NA
respons variabl,response variables,384,0,NA,NA
safeti margin,safety margin,384,0,NA,NA
season drought,seasonal drought,384,NA,NA,1
increas frequenc,increased frequency,383,0,NA,NA
northern hemispher,northern hemisphere,383,0,NA,NA
plant phenolog,plant phenology,383,NA,1,NA
river system,river system,383,0,NA,NA
shock protein,shock proteins,383,0,NA,NA
target speci,target species,383,0,NA,NA
control plot,control plots,382,0,NA,NA
fertil treatment,fertilization treatments,382,NA,NA,1
function dispers,functional dispersion,382,NA,1,NA
higher trophic,higher trophic,382,0,NA,NA
limit of detect,limit of detection,382,0,NA,NA
metal toler,metal tolerance,382,0,NA,NA
state-trait anxieti,state-trait anxiety,382,NA,1,NA
wheat grain,wheat grain,382,0,NA,NA
effect strategi,effective strategy,381,0,NA,NA
local climat,local climate,381,NA,NA,1
major sourc,major source,381,0,NA,NA
plant grow,plants growing,381,0,NA,NA
plant growth regul,plant growth regulators,381,0,NA,NA
pollut transport,pollution transport,381,NA,NA,1
signific larger,significantly larger,381,0,NA,NA
spike length,spike length,381,0,NA,NA
studi conduct,studies conducted,381,0,NA,NA
temperatur depend,temperature dependence,381,NA,1,NA
"behavior, anim","behavior, animal",380,NA,1,NA
cereal,cereal,380,0,NA,NA
climat chang effect,climate change effects,380,NA,NA,1
gene edit,gene editing,380,0,NA,NA
genet map,genetic mapping,380,0,NA,NA
higher relat,higher relative,380,0,NA,NA
intraspecif competit,intraspecific competition,380,0,NA,NA
light condit,light conditions,380,NA,NA,1
photocatalysi,photocatalysis,380,0,NA,NA
regress analys,regression analyses,380,0,NA,NA
seed size,seed size,380,NA,1,NA
trait analysi,trait analysis,380,0,NA,NA
chain length,chain length,379,0,NA,NA
chicken,chicken,379,0,NA,NA
decomposit rate,decomposition rates,379,NA,1,NA
forest landscap,forest landscapes,379,NA,NA,1
milk,milk,379,NA,1,NA
result illustr,results illustrate,379,0,NA,NA
tempor dynam,temporal dynamics,379,0,NA,NA
weather event,weather events,379,NA,NA,1
chelat,chelation,378,0,NA,NA
drought effect,drought effects,378,NA,NA,1
modifi biochar,modified biochar,378,0,NA,NA
activ function,active functional,377,0,NA,NA
arthropod communiti,arthropod communities,377,0,NA,NA
bacteriolog,bacteriology,377,0,NA,NA
conceptu model,conceptual model,377,0,NA,NA
identif method,identification method,377,0,NA,NA
potenti import,potentially important,377,0,NA,NA
toler cultivar,tolerant cultivars,377,NA,1,NA
densiti,density,376,0,NA,NA
forest habitat,forest habitats,376,0,NA,NA
genom resourc,genomic resources,376,0,NA,NA
improv understand,improved understanding,376,NA,NA,1
land cover,land cover,376,NA,NA,1
landscap chang,landscape change,376,NA,NA,1
pah,pah,376,0,NA,NA
potenti mechan,potential mechanisms,376,0,NA,NA
general combin,general combining,375,0,NA,NA
greenhous gas,greenhouse gas,375,0,NA,NA
limit number,limited number,375,0,NA,NA
ovi ari,ovis aries,375,0,NA,NA
qualit analysi,qualitative analysis,375,0,NA,NA
tandem mass spectrometri,tandem mass spectrometry,375,0,NA,NA
bryophyt,bryophytes,374,0,NA,NA
cobalt,cobalt,374,0,NA,NA
irrig (agriculture),irrigation (agriculture),374,NA,NA,1
probabl,probability,374,NA,NA,NA
signific declin,significant decline,374,0,NA,NA
treatment process,treatment processes,374,0,NA,NA
adsorpt site,adsorption sites,373,0,NA,NA
anim dispers,animal dispersal,373,NA,1,NA
biogeograph region,biogeographical region,373,0,NA,NA
biolog characterist,biological characteristics,373,0,NA,NA
close link,closely linked,373,0,NA,NA
energi consumpt,energy consumption,373,NA,1,NA
forest edg,forest edges,373,NA,NA,1
import determin,important determinant,373,0,NA,NA
statist analys,statistical analyses,373,0,NA,NA
water hold,water holding,373,NA,1,NA
deposit,deposition,372,NA,1,NA
nematoda,nematoda,372,0,NA,NA
plant scienc,plant science,372,0,NA,NA
reaction mechan,reaction mechanism,372,0,NA,NA
senesc,senescence,372,0,NA,NA
aggress,aggression,371,0,NA,NA
cancer stem cell,cancer stem cell,371,0,NA,NA
dispers distanc,dispersal distance,371,NA,1,NA
ecolog theori,ecological theory,371,0,NA,NA
fisheri manag,fishery management,371,0,NA,NA
higher specif,higher specific,371,0,NA,NA
long-term monitor,long-term monitoring,371,0,NA,NA
stomata,stomata,371,0,NA,NA
thermodynam paramet,thermodynamic parameters,371,0,NA,NA
diseas sever,disease severity,370,NA,1,NA
drug,drug,370,0,NA,NA
econom trait,economic traits,370,NA,1,NA
fluctuat asymmetri,fluctuating asymmetry,370,0,NA,NA
oxygen consumpt,oxygen consumption,370,NA,1,NA
photochem effici,photochemical efficiency,370,NA,1,NA
pollut monitor,pollution monitoring,370,NA,NA,1
popul differenti,population differentiation,370,0,NA,NA
root growth,root growth,370,NA,1,NA
sugar content,sugar content,370,NA,1,NA
tensil strength,tensile strength,370,NA,1,NA
biochem respons,biochemical responses,369,NA,1,NA
crystallin,crystallinity,369,NA,1,NA
differenti scan calorimetri,differential scanning calorimetry,369,0,NA,NA
dispers x-ray,dispersive x-ray,369,0,NA,NA
electrod,electrodes,369,0,NA,NA
experiment approach,experimental approach,369,0,NA,NA
factor contribut,factors contributing,369,0,NA,NA
flower phenolog,flowering phenology,369,NA,1,NA
inorgan compound,inorganic compound,369,0,NA,NA
liquid chromatography-mass spectrometri,liquid chromatography-mass spectrometry,369,0,NA,NA
picea,picea,369,0,NA,NA
synthesis,synthesised,369,0,NA,NA
hormon,hormone,368,NA,1,NA
mechanist model,mechanistic model,368,0,NA,NA
plant pathogen,plant pathogens,368,NA,1,NA
speci even,species evenness,368,0,NA,NA
speci select,species selection,368,0,NA,NA
varianc compon,variance components,368,0,NA,NA
water storag,water storage,368,NA,1,NA
air qualiti,air quality,367,NA,NA,1
alpin plant,alpine plant,367,0,NA,NA
blood sampl,blood samples,367,0,NA,NA
higher grain yield,higher grain yield,367,NA,1,NA
introgress line,introgression lines,367,0,NA,NA
ligand,ligand,367,0,NA,NA
pseudo-second order model,pseudo-second order model,367,0,NA,NA
studi identifi,study identified,367,0,NA,NA
vertebr,vertebrate,367,0,NA,NA
anim welfar,animal welfare,366,0,NA,NA
cytotox,cytotoxicity,366,NA,1,NA
extrem climat event,extreme climatic events,366,NA,NA,1
generalist speci,generalist species,366,0,NA,NA
interact mechan,interaction mechanisms,366,0,NA,NA
multipl linear regress,multiple linear regression,366,0,NA,NA
plant communiti structur,plant community structure,366,0,NA,NA
reproduc,reproducibility,366,0,NA,NA
biotransform,biotransformation,365,NA,NA,1
greater number,greater number,365,0,NA,NA
growth characterist,growth characteristics,365,NA,1,NA
health,health,365,NA,1,NA
neoplasm invas,neoplasm invasiveness,365,0,NA,NA
phosphorus content,phosphorus content,365,NA,1,NA
popul persist,population persistence,365,NA,1,NA
strong impact,strong impact,365,0,NA,NA
trait plastic,trait plasticity,365,NA,1,NA
anthropogen stressor,anthropogenic stressors,364,NA,NA,1
aranea,araneae,364,0,NA,NA
cancer growth,cancer growth,364,NA,1,NA
exhibit excel,exhibited excellent,364,0,NA,NA
homeostasi,homeostasis,364,0,NA,NA
larg variat,large variation,364,0,NA,NA
manag action,management actions,364,0,NA,NA
sorption mechan,sorption mechanism,364,NA,1,NA
structur characterist,structural characteristics,364,0,NA,NA
bind energi,binding energy,363,0,NA,NA
bryophyta,bryophyta,363,0,NA,NA
compar genom,comparative genomics,363,0,NA,NA
epidemiolog,epidemiology,363,0,NA,NA
habitat manag,habitat management,363,0,NA,NA
high invas,highly invasive,363,NA,NA,1
hymenoptera,hymenoptera,363,0,NA,NA
inbreed depress,inbreeding depression,363,NA,1,NA
local condit,local conditions,363,0,NA,NA
marker-trait associ,marker-trait associations,363,0,NA,NA
molecular character,molecular characterization,363,0,NA,NA
nitrogen uptak,nitrogen uptake,363,NA,1,NA
polish academi,polish academy,363,0,NA,NA
secondari pollut,secondary pollution,363,NA,NA,1
siderophor,siderophore,363,0,NA,NA
urban plan,urban planning,363,0,NA,NA
veget composit,vegetation composition,363,0,NA,NA
cell wall,cell wall,362,0,NA,NA
cold toler,cold tolerance,362,NA,1,NA
environment restor,environmental restoration,362,0,NA,NA
high divers,highly diverse,362,0,NA,NA
magnetit,magnetite,362,0,NA,NA
manag,management,362,0,NA,NA
open-top chamber,open-top chambers,362,0,NA,NA
research station,research station,362,0,NA,NA
small popul,small populations,362,0,NA,NA
yield attribut,yield attributes,362,NA,1,NA
antioxid capac,antioxidant capacity,361,NA,1,NA
energi dispers x-ray,energy dispersive x-ray,361,0,NA,NA
geograph distanc,geographic distance,361,NA,1,NA
growth model,growth model,361,NA,1,NA
microcosm,microcosm,361,0,NA,NA
nanofib,nanofibers,361,0,NA,NA
properti,property,361,0,NA,NA
rangeland,rangeland,361,0,NA,NA
carbon flux,carbon flux,360,NA,1,NA
ecolog indic,ecological indicators,360,0,NA,NA
editori board,editorial board,360,0,NA,NA
energi,energy,360,0,NA,NA
higher plant,higher plant,360,0,NA,NA
physiolog adapt,physiological adaptation,360,NA,1,NA
spatial variabl,spatial variability,360,0,NA,NA
speci includ,species including,360,0,NA,NA
temperatur variat,temperature variation,360,NA,NA,1
gene regulatori network,gene regulatory network,359,0,NA,NA
phenotyp select,phenotypic selection,359,NA,1,NA
suscept index,susceptibility index,359,NA,1,NA
switzerland,switzerland,359,0,NA,NA
treatment signific,treatment significantly,359,0,NA,NA
water retent,water retention,359,NA,1,NA
cell death,cell death,358,NA,1,NA
intraspecif variabl,intraspecific variability,358,0,NA,NA
lactat,lactation,358,NA,1,NA
promis approach,promising approach,358,0,NA,NA
review focus,review focuses,358,0,NA,NA
speci differenti,species differentiation,358,0,NA,NA
turtl,turtle,358,0,NA,NA
azo dye,azo dyes,357,0,NA,NA
biolog uptak,biological uptake,357,0,NA,NA
carcinogenesi,carcinogenesis,357,0,NA,NA
hydraul safeti,hydraulic safety,357,0,NA,NA
indoleacet acid,indoleacetic acid,357,0,NA,NA
invad rang,invaded range,357,0,NA,NA
organ solvent,organic solvents,357,NA,NA,1
remain larg unknown,remains largely unknown,357,0,NA,NA
sediment pollut,sediment pollution,357,NA,NA,1
similar pattern,similar patterns,357,0,NA,NA
squamata,squamata,357,0,NA,NA
terrestri plant,terrestrial plants,357,0,NA,NA
transpir rate,transpiration rates,357,0,NA,NA
western australia,western australia,357,0,NA,NA
approach base,approach based,356,0,NA,NA
drought-toler genotyp,drought-tolerant genotypes,356,NA,1,NA
environment qualiti,environmental quality,356,NA,NA,1
epithelial-mesenchym transit,epithelial-mesenchymal transition,356,0,NA,NA
higher latitud,higher latitudes,356,0,NA,NA
highest level,highest level,356,0,NA,NA
interv map,interval mapping,356,0,NA,NA
metabol trait,metabolic traits,356,NA,1,NA
aquat insect,aquatic insects,355,0,NA,NA
environment adapt,environmental adaptation,355,0,NA,NA
group show,groups showed,355,0,NA,NA
import environment,important environmental,355,0,NA,NA
maintain higher,maintained higher,355,0,NA,NA
percept,perception,355,0,NA,NA
south china,south china,355,0,NA,NA
urban develop,urban development,355,NA,NA,1
wast,waste,355,NA,NA,1
biocompat,biocompatibility,354,0,NA,NA
breed system,breeding system,354,NA,1,NA
ecolog respons,ecological responses,354,0,NA,NA
ecolog status,ecological status,354,0,NA,NA
fungal diseas,fungal disease,354,NA,1,NA
import predictor,important predictors,354,0,NA,NA
inhibit,inhibition,354,0,NA,NA
maiz plant,maize plants,354,0,NA,NA
neotrop region,neotropical region,354,0,NA,NA
pond,pond,354,0,NA,NA
promot plant,promote plant,354,0,NA,NA
public domain,public domain,354,0,NA,NA
refer genom,reference genome,354,0,NA,NA
resprout,resprouting,354,NA,1,NA
root depth,rooting depth,354,NA,1,NA
urban growth,urban growth,354,NA,NA,1
cell viabil,cell viability,353,NA,1,NA
genotyp environ interact,genotype environment interaction,353,0,NA,NA
gradual increas,gradually increased,353,0,NA,NA
resist,resistance,353,NA,1,NA
water consumpt,water consumption,353,NA,1,NA
bacterium identif,bacterium identification,352,0,NA,NA
cell movement,cell movement,352,NA,1,NA
climat adapt,climate adaptation,352,NA,1,NA
competit interact,competitive interactions,352,0,NA,NA
content decreas,content decreased,352,0,NA,NA
critic review,critical review,352,0,NA,NA
diseas transmiss,disease transmission,352,NA,1,NA
function feed group,functional feeding groups,352,NA,1,NA
genet base,genetically based,352,0,NA,NA
geograph pattern,geographic patterns,352,0,NA,NA
larval stage,larval stage,352,NA,1,NA
macroalga,macroalga,352,0,NA,NA
peroxidas,peroxidase,352,0,NA,NA
persist organ pollut,persistent organic pollutant,352,NA,NA,1
solubl solid,soluble solids,352,NA,NA,1
tissu densiti,tissue density,352,NA,1,NA
carbon dioxid enrich,carbon dioxide enrichment,351,0,NA,NA
cross breed,cross breeding,351,NA,1,NA
invas biolog,invasion biology,351,NA,NA,1
locomot,locomotion,351,NA,1,NA
microscopi,microscopy,351,0,NA,NA
parent line,parental lines,351,0,NA,NA
poor studi,poorly studied,351,0,NA,NA
environment assess,environmental assessment,350,0,NA,NA
exchang capac,exchange capacity,350,0,NA,NA
extracellular matrix,extracellular matrix,350,0,NA,NA
global environment chang,global environmental change,350,NA,NA,1
net primari product,net primary production,350,NA,NA,1
nitrif,nitrification,350,NA,NA,1
present result,present results,350,0,NA,NA
solvent,solvents,350,NA,NA,1
standard,standard,350,0,NA,NA
wheat plant,wheat plants,350,0,NA,NA
wider rang,wider range,350,0,NA,NA
adhes,adhesion,349,0,NA,NA
multidimension scale,multidimensional scaling,349,0,NA,NA
nich partit,niche partitioning,349,0,NA,NA
nitrogen avail,nitrogen availability,349,NA,NA,1
alien plant speci,alien plant species,348,NA,NA,1
breed research,breeding research,348,0,NA,NA
current state,current state,348,0,NA,NA
diseas control,disease control,348,0,NA,NA
evolutionari applic,evolutionary applications,348,0,NA,NA
evolutionari applic publish,evolutionary applications published,348,0,NA,NA
extrem weather event,extreme weather events,348,NA,NA,1
forest plantat,forest plantations,348,0,NA,NA
immunohistochemistri,immunohistochemistry,348,0,NA,NA
qualit trait,qualitative traits,348,NA,1,NA
antimicrobi activ,antimicrobial activity,347,NA,1,NA
aquat communiti,aquatic communities,347,0,NA,NA
biolog communiti,biological communities,347,0,NA,NA
crosslink,crosslinking,347,0,NA,NA
czech republ,czech republic,347,0,NA,NA
fossil record,fossil record,347,0,NA,NA
fragment pattern,fragmentation patterns,347,NA,NA,1
function diverg,functional divergence,347,NA,1,NA
higher surviv,higher survival,347,0,NA,NA
identifi gene,identify genes,347,NA,1,NA
interspecif differ,interspecific differences,347,0,NA,NA
reduc growth,reduced growth,347,NA,1,NA
speci domin,species dominance,347,0,NA,NA
speci pool,species pools,347,0,NA,NA
stress signific,stress significantly,347,0,NA,NA
system architectur,system architecture,347,0,NA,NA
warmer climat,warmer climates,347,NA,NA,1
european union,european union,346,0,NA,NA
"hybridization, genet","hybridization, genetic",346,0,NA,NA
osmosi,osmosis,346,0,NA,NA
phytologist foundat,phytologist foundation,346,0,NA,NA
bay theorem,bayes theorem,345,0,NA,NA
chemic oxygen,chemical oxygen,345,0,NA,NA
current status,current status,345,0,NA,NA
direct affect,directly affect,345,0,NA,NA
major abiot stress,major abiotic stress,345,NA,NA,1
organ aerosol,organic aerosol,345,NA,NA,1
pest control,pest control,345,NA,1,NA
plant shoot,plant shoots,345,NA,1,NA
posit ion,positive ions,345,0,NA,NA
radic polymer,radical polymerization,345,0,NA,NA
sever stress,severe stress,345,NA,NA,1
