keyphrase_stem,keyphrase_eg,count,valid,trait,globalchange
multidimension scale,multidimensional scaling,349,0,,
nich partit,niche partitioning,349,0,,
nitrogen avail,nitrogen availability,349,,,1
alien plant speci,alien plant species,348,,,1
breed research,breeding research,348,0,,
current state,current state,348,0,,
diseas control,disease control,348,0,,
evolutionari applic,evolutionary applications,348,0,,
evolutionari applic publish,evolutionary applications published,348,0,,
extrem weather event,extreme weather events,348,,,1
forest plantat,forest plantations,348,0,,
immunohistochemistri,immunohistochemistry,348,0,,
qualit trait,qualitative traits,348,,1,
antimicrobi activ,antimicrobial activity,347,,1,
aquat communiti,aquatic communities,347,0,,
biolog communiti,biological communities,347,0,,
crosslink,crosslinking,347,0,,
czech republ,czech republic,347,0,,
fossil record,fossil record,347,0,,
fragment pattern,fragmentation patterns,347,,,1
function diverg,functional divergence,347,,1,
higher surviv,higher survival,347,0,,
identifi gene,identify genes,347,,1,
interspecif differ,interspecific differences,347,0,,
reduc growth,reduced growth,347,,1,
speci domin,species dominance,347,0,,
speci pool,species pools,347,0,,
stress signific,stress significantly,347,0,,
system architectur,system architecture,347,0,,
warmer climat,warmer climates,347,,,1
european union,european union,346,0,,
"hybridization, genet","hybridization, genetic",346,0,,
osmosi,osmosis,346,0,,
phytologist foundat,phytologist foundation,346,0,,
bay theorem,bayes theorem,345,0,,
chemic oxygen,chemical oxygen,345,0,,
current status,current status,345,0,,
direct affect,directly affect,345,0,,
major abiot stress,major abiotic stress,345,,,1
organ aerosol,organic aerosol,345,,,1
pest control,pest control,345,,1,
plant shoot,plant shoots,345,,1,
posit ion,positive ions,345,0,,
radic polymer,radical polymerization,345,0,,
sever stress,severe stress,345,,,1
